category_id
10
10
24
25
20
24
1
25
24
10
10
24
24
24
10
10
10
17
24
24
10
24
22
10
10
10
10
17
10
10
10
10
24
23
10
17
23
24
10
10
24
10
25
25
10
26
10
24
24
25
24
10
10
25
24
10
10
24
10
10
25
24
24
26
25
10
10
10
17
10
23
24
17
24
26
24
10
23
10
10
24
25
10
24
25
24
26
26
10
10
24
23
23
10
10
10
10
24
10
10
24
10
10
24
25
24
1
10
17
10
23
10
10
22
10
10
10
10
24
17
24
24
25
10
10
24
10
10
10
25
10
24
23
24
23
25
24
10
10
24
10
25
10
10
10
10
25
24
17
24
10
10
26
10
25
24
10
22
10
23
10
24
24
25
17
17
1
26
24
10
10
10
10
26
10
24
10
10
10
23
10
10
17
10
25
23
10
10
25
24
10
10
17
24
10
25
26
25
10
17
25
17
10
24
10
24
10
26
26
10
26
10
24
10
10
24
24
10
25
24
10
24
26
10
25
24
10
10
26
10
25
10
10
10
10
10
10
24
10
24
25
24
10
10
10
25
25
24
17
10
10
10
10
1
24
10
28
25
10
23
26
26
10
17
25
10
10
10
10
10
10
10
24
10
10
24
10
17
10
24
23
10
24
10
10
25
10
10
24
10
25
24
24
24
10
23
24
26
10
23
10
23
24
26
24
24
24
10
28
10
10
10
10
10
10
10
24
24
10
25
10
10
26
10
10
24
25
10
10
17
23
25
17
10
24
26
10
10
10
23
24
17
24
10
10
24
24
24
10
24
10
24
10
10
10
10
23
10
24
25
26
10
10
10
10
10
10
26
24
26
10
24
23
10
10
25
25
24
10
10
10
17
10
26
23
10
24
24
10
25
25
10
10
23
24
10
10
10
25
10
25
1
10
17
24
1
10
23
26
24
23
10
25
26
25
10
24
10
10
10
26
26
10
26
10
25
10
10
10
24
10
10
24
10
10
10
26
17
10
25
24
25
24
25
10
10
10
25
10
10
10
10
10
17
10
10
17
26
10
10
10
23
25
10
24
10
25
17
24
10
10
24
23
10
17
28
10
10
25
10
10
10
10
24
10
26
10
10
24
10
10
24
10
27
10
24
26
10
23
10
10
10
10
10
26
10
10
10
25
10
26
24
26
10
28
10
10
10
10
10
10
23
10
24
24
25
10
10
10
24
10
25
10
10
26
24
10
10
10
17
24
10
25
10
24
10
10
10
10
24
25
10
25
10
10
10
24
24
10
10
24
10
24
10
17
25
10
26
10
10
26
10
24
10
24
26
10
10
10
28
10
10
10
24
24
27
26
10
23
24
24
10
10
10
25
23
10
10
10
10
17
10
24
10
10
24
10
26
24
10
10
10
24
10
10
25
10
10
10
10
25
10
10
25
10
10
10
10
24
10
10
24
10
23
10
10
10
28
10
10
17
10
25
24
24
24
10
24
10
10
10
10
10
10
17
25
25
10
27
26
24
25
10
17
24
22
24
25
28
10
10
10
10
24
24
26
10
24
24
10
10
25
26
24
10
24
10
25
24
25
10
10
24
24
10
24
24
10
24
27
24
1
17
24
24
24
10
10
23
10
17
10
24
10
10
10
24
10
10
17
10
10
10
10
28
10
10
10
26
23
10
25
10
24
10
24
24
24
10
25
24
24
25
24
25
24
23
24
23
24
10
10
10
26
10
24
10
23
10
24
10
10
26
10
10
10
10
17
24
17
17
24
10
10
24
24
26
10
24
10
17
25
17
24
10
10
10
26
24
10
10
10
10
10
10
10
24
17
10
10
10
10
24
24
23
10
10
10
24
24
24
26
10
25
25
10
23
17
10
26
24
10
25
10
10
10
10
24
10
26
10
26
10
26
25
24
10
10
25
24
10
10
10
10
10
10
23
24
17
10
10
24
28
10
10
24
10
25
22
26
26
10
24
17
10
10
10
10
24
10
10
10
23
10
10
24
10
10
10
10
10
10
25
24
25
10
10
23
25
24
26
24
10
10
10
10
24
10
10
24
10
25
10
10
26
24
10
10
10
17
10
10
24
10
17
10
10
25
10
24
10
10
24
24
24
10
10
10
10
24
26
24
10
23
10
24
24
10
24
10
24
25
25
10
24
10
10
10
10
24
10
10
24
10
10
10
10
10
10
25
24
10
10
24
10
10
24
24
10
10
25
10
10
10
10
23
23
25
10
24
10
23
10
24
10
28
10
10
24
1
10
25
